name,mentions,name_pos,cap_ratio,first_pct
Флёр,3,False,0.6,0.3
Гриммолюб,3,False,1.0,1.5
Одзиг,3,False,1.0,39.3
Отцеубийца,3,False,0.6,41.9
Пеннат,3,False,1.0,0.4
Фууа,3,True,1.0,17.8
Эйвить,3,False,1.0,0.4
Глиссанда,3,True,1.0,1.0
Мечосечь,3,False,1.0,0.9
Лансер,3,True,1.0,75.3
Уэйв,3,False,1.0,0.5
Ривейра,3,True,1.0,0.9
Аним,3,False,1.0,1.0
Чернописец,3,False,1.0,42.3
Айронхайд,3,False,1.0,0.4
Фолл,3,False,1.0,42.3
Фауст,3,True,1.0,1.0
Синдёр,3,False,1.0,42.3
Фух,3,False,1.0,18.9
Лощина,3,False,1.0,42.2
Шиза,3,True,0.75,74.6
Жюля,3,True,1.0,0.3
Морожёнка,3,False,1.0,19.3
Тысячеглазый,3,False,1.0,0.9
Пиздабол,3,False,0.6,67.8
Аржан,3,True,1.0,0.5
Лже-император,3,False,1.0,1.0
Рыцарь-бандит,3,False,1.0,1.3
Николоть,3,False,1.0,1.2
Отдышаться,3,False,1.0,7.0
Аркон,3,False,1.0,57.1
Прореветь,3,False,0.75,61.5
Имбирь,3,False,1.0,0.6
Эктон,3,False,1.0,0.6
Вскричать,3,False,0.6,9.3
Заммера,3,False,1.0,0.5
Селестие,3,False,1.0,0.6
Нисколько,3,False,0.75,70.3
Кое-что,3,False,1.0,56.3
Пускай,3,False,0.75,32.4
Кицуна,3,True,1.0,0.6
Икар,3,True,1.0,0.6
Салями,3,False,1.0,55.3
Жан,3,True,1.0,72.0
Сфинкс,3,False,1.0,51.6
Автострада,3,False,1.0,51.6
Полюбопытствовать,3,False,0.75,30.4
Даная,3,True,1.0,0.7
Хиэй,3,False,1.0,7.8
Люблю-деньга,3,False,1.0,1.2
Похоть,3,False,0.75,55.1
Республика,3,False,0.75,1.1
Магнолий,3,True,1.0,52.1
Нынче,3,False,0.6,87.6
Оригинальный,3,False,0.75,53.1
Сюн,3,False,1.0,97.8
Чайка,3,True,0.43,53.6
Ченьциня,3,False,1.0,7.0
Искусительница,3,False,1.0,61.3
Орало,3,False,0.6,27.9
Кинни,3,True,1.0,26.8
Давненько,3,False,0.6,6.0
Фулев,3,False,1.0,87.6
Лола,3,True,1.0,0.5
Фокс,3,False,1.0,0.7
Гримм-динозавр,3,True,1.0,12.7
Прикрикнуть,3,False,0.75,4.4
Хмф,3,False,1.0,27.7
Джугэ,3,False,1.0,9.0
Яцухаша,3,False,1.0,0.7
Мореход,3,False,0.6,1.1
Носил-меч,3,False,1.0,0.7
Гриммов,3,True,1.0,12.6
Дов,3,True,1.0,0.7
Помимо,3,False,0.75,12.3
Дилетант,3,False,1.0,58.6
Ренары,3,False,1.0,0.5
Изумрудие,3,False,1.0,63.7
Мият,3,True,1.0,0.7
Гундобад,3,False,1.0,58.1
Руфус,3,False,1.0,0.6
Уил,3,False,1.0,49.1
Герберхаузер,3,False,1.0,49.1
Ченьцин,3,True,1.0,6.8
Тысячеликий,3,False,1.0,53.7
Гриммленд,3,False,1.0,0.7
Оберон,3,True,1.0,72.0
Сэтэр,3,False,1.0,62.7
Дать-ка,2,False,1.0,73.1
Хэй,2,False,1.0,34.0
Шанталя,2,True,1.0,98.7
Похвально,2,False,0.67,38.6
Виталик,2,True,1.0,38.9
Тогда-то,2,False,1.0,30.1
Бармаглот,2,False,1.0,29.4
Кроки,2,False,1.0,27.9
Здраствовать,2,False,0.67,95.6
Маркнола,2,False,1.0,27.8
Мориарти,2,True,1.0,27.7
Эйзенберг,2,True,1.0,95.6
Брюнетка,2,False,0.67,38.4
Сюй,2,False,1.0,69.3
Фуять,2,False,1.0,30.5
Простонать,2,False,1.0,72.9
Еле-еле,2,False,1.0,70.2
Лордство,2,False,0.67,35.1
Северо-восточный,2,False,1.0,35.1
Слепянка,2,True,1.0,96.6
Наездник,2,False,1.0,33.0
Именной,2,False,0.67,34.9
Крига,2,False,1.0,33.1
Акен,2,True,1.0,97.1
Столетний,2,False,0.67,35.2
Лотар,2,True,1.0,33.5
Амьенсковать,2,False,1.0,72.8
Сукин,2,False,0.67,97.7
Бомбочка,2,False,1.0,72.7
Агентура,2,False,1.0,34.6
Далее,2,False,0.67,34.5
Яшмовый,2,False,1.0,69.7
Ааааа,2,False,1.0,35.2
Фавн-медоед,2,False,1.0,35.3
Ректор,2,False,1.0,98.4
Злюка,2,False,1.0,37.6
Неотвратный,2,False,1.0,38.4
Бобёр,2,False,0.67,30.6
Поделом,2,False,1.0,31.2
Охохо,2,False,1.0,37.8
Сволочь,2,False,0.67,96.2
Превосходно,2,False,0.67,70.5
Обманщик,2,False,1.0,32.0
Крестовый,2,False,1.0,32.0
Вынуть,2,False,0.67,69.4
Вересковый,2,False,0.67,32.3
Малютка-кротовар,2,False,1.0,32.3
Манхильда,2,True,1.0,32.5
Молочай,2,False,1.0,32.6
Цветковый,2,False,1.0,32.8
Трансгрессия,2,False,1.0,36.3
Дюраном,2,False,1.0,36.0
Уайтер,2,False,1.0,59.3
Талмайя,2,True,1.0,42.9
Пейный,2,False,1.0,69.0
Тарный,2,False,1.0,86.8
Перепутать,2,False,0.67,51.4
Требовательно,2,False,0.67,51.2
Перевод,2,False,0.67,63.6
Заварка,2,False,1.0,50.3
Хей,2,False,1.0,49.5
Ёбаный,2,False,1.0,80.1
Элохим,2,False,1.0,86.4
Эбервельд,2,False,1.0,49.4
Маттиас,2,False,1.0,49.4
Пурпурный,2,False,0.67,48.9
Голодать,2,False,0.67,51.7
Леон,2,True,1.0,79.8
Повый,2,False,1.0,63.6
Угнать,2,False,1.0,63.9
Кёнунгардский,2,False,1.0,47.8
Кхрююк,2,True,1.0,47.0
Библа,2,True,1.0,47.0
Бра,2,False,1.0,87.7
Некромантовый,2,False,1.0,78.9
Пифия,2,False,1.0,78.6
Фульгур,2,False,1.0,86.4
Человек-вампир,2,False,1.0,51.8
Жертвенность,2,False,1.0,40.0
Заг-заг,2,False,1.0,82.8
Тудея,2,True,0.67,58.8
Жончик,2,True,1.0,58.7
Акимица,2,False,1.0,60.3
Теперь-то,2,False,1.0,58.3
Эйтый,2,False,1.0,60.3
Гримм-дракон,2,True,1.0,57.8
Курлааа,2,False,1.0,60.7
Хатт,2,False,1.0,56.7
Вырубать,2,False,0.67,82.4
Дон,2,True,1.0,55.3
Блуза,2,False,1.0,52.8
Рейко,2,False,1.0,61.6
Фабрис,2,True,1.0,54.6
Блекторный,2,False,1.0,80.2
Прорывный,2,False,1.0,61.8
Дотать,2,False,1.0,62.1
Нисуаз,2,False,1.0,53.6
Шапочка,2,False,1.0,83.3
Погибельный,2,False,1.0,83.4
Голь,2,False,0.67,63.6
Таксон,2,False,1.0,46.0
Альберия,2,True,1.0,88.1
Голубиный,2,False,1.0,45.4
Наёбщик,2,False,1.0,74.6
Яблочный,2,False,1.0,42.9
Тео,2,False,1.0,42.9
Повов,2,False,1.0,66.4
Вечеря,2,False,1.0,42.9
Всего-то,2,False,1.0,42.9
Ощутимый,2,False,0.67,90.1
Приютский,2,False,0.67,42.4
Пляжный,2,False,1.0,67.7
Майрмикодон,2,False,1.0,75.3
Вейв,2,False,1.0,42.2
Лев,2,True,0.22,78.4
Лазурный,2,False,1.0,68.0
Бета,2,False,1.0,42.0
Коп,2,False,1.0,92.7
Алорном,2,False,1.0,68.4
Безалаберность,2,False,0.67,68.5
Уничтожитель,2,False,1.0,93.8
Мертенэстера,2,True,1.0,27.1
Сердцелёд,2,True,1.0,95.0
Зигга,2,True,1.0,40.2
Холоднорукий,2,False,1.0,43.0
Внемлить,2,False,0.67,75.7
Сперва,2,False,0.67,65.2
Ролл,2,False,0.67,77.2
Грин,2,True,1.0,45.2
Вейл-бикон,2,False,1.0,45.0
Набережная,2,False,1.0,64.3
Уайт,2,True,1.0,44.9
Ланкастер,2,False,1.0,44.7
Агрессивно,2,False,0.67,44.3
Регна,2,False,1.0,78.2
Похвалиться,2,False,1.0,43.6
Лемурия,2,False,1.0,88.4
Писец,2,False,1.0,43.3
Момый,2,False,1.0,88.6
Гримленд,2,False,1.0,43.2
Золотоголовый,2,False,0.67,88.8
Узурпатор,2,False,0.67,88.8
Айровить,2,False,1.0,64.8
Сынов,2,False,0.67,89.0
Цезария,2,True,1.0,89.6
Зеус,2,False,1.0,43.1
Иван,2,True,1.0,89.9
Знаменосец,2,False,0.67,27.5
Ария,2,False,1.0,100.0
Багбар,2,False,1.0,0.8
Микайо,2,True,1.0,0.4
Магнус,2,True,1.0,1.1
Нет-нуть,2,False,1.0,5.1
Брунгильда,2,True,1.0,1.1
Рановато,2,False,0.67,5.4
Пфу,2,False,1.0,16.0
Стрёкот,2,False,1.0,5.5
Камберов,2,True,1.0,1.1
Вэй,2,False,1.0,0.4
Райнер,2,True,1.0,0.5
Алафрид,2,True,1.0,1.1
Девушка-фавн,2,False,1.0,23.8
Алкид,2,False,1.0,5.8
Риббенскауза,2,False,1.0,0.5
Фабия,2,True,1.0,0.4
Авгульф,2,True,1.0,1.1
Роситой,2,False,1.0,23.6
Девид,2,True,1.0,0.3
Камень-ножницы,2,False,1.0,5.1
Гримм-носорог,2,True,1.0,1.1
Клермоне,2,True,1.0,24.4
Оушный,2,False,1.0,0.3
Борис,2,True,1.0,9.7
Альбусы,2,False,1.0,0.3
Пинк,2,False,1.0,0.3
Длинноволосый,2,False,0.67,25.2
Морветур,2,False,1.0,0.8
Лейла,2,True,1.0,1.2
Винчестер-инквизитор,2,False,1.0,1.2
Озль,2,False,1.0,1.1
Хакк,2,False,1.0,0.5
Гиндукуш,2,False,1.0,9.5
Манжента,2,True,1.0,0.3
Укун,2,False,1.0,0.3
Золотоязыкий,2,False,1.0,0.8
Атаульф,2,True,1.0,0.8
Йормунг,2,False,1.0,0.8
Вестник,2,False,0.67,5.9
Женщина-лекарь,2,False,1.0,9.7
Багдади,2,True,1.0,0.5
Сайрусый,2,False,1.0,0.5
Гарнет,2,False,1.0,0.5
Абдуррахман,2,True,1.0,0.5
Рид,2,True,1.0,0.5
Ченьцинь,2,False,1.0,6.9
Халид,2,True,1.0,0.5
Кукольник,2,False,1.0,0.9
Ривейрский,2,False,0.67,0.9
Ноэд,2,True,1.0,8.0
Ибрахим,2,True,1.0,0.5
Сайф,2,False,1.0,0.5
Смотреть-ка,2,False,1.0,7.4
Вау,2,False,0.67,18.6
Дэйзи,2,False,1.0,0.5
Ральф,2,True,1.0,0.9
Фэй,2,False,1.0,7.1
Фарх,2,False,1.0,0.5
Свящёный,2,False,1.0,0.9
Урсоя,2,False,1.0,17.7
Джет,2,False,1.0,0.5
Что-нибудь,2,False,1.0,23.4
Арковскай,2,False,1.0,16.3
Слыш,2,False,1.0,6.2
Вип-вип,2,False,1.0,23.2
Алкида,2,True,1.0,1.0
Рассело,2,False,1.0,22.8
Пффф,2,False,1.0,22.7
Гуркул,2,True,1.0,1.0
Мадзина,2,True,0.22,7.8
Кира,2,True,1.0,1.0
Удачно,2,False,0.67,17.1
Морфей,2,True,1.0,17.1
Корвус,2,False,1.0,0.9
Зёрнышко,2,False,1.0,7.8
Ориген,2,False,1.0,0.8
Николаевич,2,True,1.0,9.7
Катана,2,True,0.08,7.2
Обетованный,2,False,1.0,1.4
Орман,2,True,1.0,0.8
Гритча,2,False,1.0,9.9
Братва,2,False,0.67,0.7
Конструктор,2,False,1.0,1.3
Ооо,2,False,1.0,2.2
Голденгифт,2,False,1.0,0.7
Офигеть,2,False,1.0,26.1
Янь-янить,2,False,1.0,26.1
Откашляться,2,False,0.67,10.0
Гриммовый,2,False,1.0,3.9
Зашелестеть,2,False,0.67,12.8
Новоявленный,2,False,1.0,1.4
Корабль-гримм,2,False,1.0,1.5
Братоубийца,2,False,1.0,0.2
Уайтереть,2,False,1.0,0.3
Котт-арк,2,True,1.0,0.1
Затараторить,2,False,1.0,1.5
Тайджитсу,2,False,1.0,3.4
Тьерри,2,True,1.0,0.1
Зверолюдов,2,True,1.0,1.5
Куда-то,2,False,1.0,10.2
Листопад,2,False,0.67,1.5
Брюзга,2,False,0.67,2.1
Эли,2,True,1.0,26.6
Хонор,2,False,1.0,0.3
Грендель,2,False,1.0,9.8
Морально,2,False,0.67,10.4
Рейнальда,2,True,1.0,1.3
Девятиглавый,2,False,1.0,0.3
Тестудо,2,True,1.0,4.1
Человек-фронт,2,False,1.0,1.3
Круассан,2,True,0.14,10.9
Анселить,2,False,1.0,1.3
Почтальон,2,False,0.67,14.3
Эрваный,2,False,1.0,1.9
Десятичасовой,1,False,1.0,77.2
Лорд-регент,1,False,1.0,77.2
Соновар,1,False,1.0,77.2
Грэм,1,True,1.0,81.2
Концепт,1,False,1.0,76.1
Пигга,1,True,1.0,81.2
Четырёхминутный,1,False,1.0,77.2
Гримм-титан,1,True,1.0,81.8
Ёбнутаить,1,False,1.0,76.1
Эво,1,False,1.0,77.3
Стометровый,1,False,1.0,81.8
Мохнатый,1,False,1.0,81.7
Оз,1,False,1.0,80.9
Моргана,1,False,1.0,81.4
Арковщина,1,False,1.0,81.6
Кэмпбэлла,1,True,1.0,77.0
Сноходец,1,False,1.0,0.7
Офигенный,1,False,1.0,76.2
Вархаммер,1,False,1.0,76.2
Норовщина,1,False,1.0,81.6
Мурлыкнуть,1,False,1.0,81.6
Учить-то,1,False,1.0,81.4
Абсолютлить,1,False,1.0,76.3
Она-то,1,False,1.0,76.3
Прововедник,1,False,1.0,0.8
Валлентштейн,1,True,1.0,81.4
Биконовский,1,False,1.0,81.4
Зеркальность,1,False,1.0,76.4
Родственник-охотник,1,False,1.0,76.5
Значит-ся,1,True,1.0,81.4
Манда,1,True,1.0,76.9
Мейбл,1,False,1.0,0.7
Аудиокнига,1,False,1.0,81.6
Статусный,1,False,1.0,79.1
Наружи,1,False,1.0,80.2
Вербовка,1,False,1.0,80.6
Фордж,1,False,1.0,78.3
Здар,1,False,1.0,79.5
Обшарпаный,1,False,1.0,78.0
Винегрет,1,False,1.0,78.0
Ганнибал,1,True,1.0,79.5
Регну,1,False,1.0,79.4
Флаера,1,True,0.5,78.2
Неа,1,False,1.0,79.4
Безвольный,1,False,1.0,79.3
Редакция,1,False,1.0,78.3
Брат-близнец,1,False,1.0,0.7
Трунить,1,False,1.0,79.2
Ласточка,1,False,1.0,78.6
Парадокс,1,False,1.0,79.2
Пятерица,1,False,1.0,79.1
Амьенскай,1,False,1.0,78.6
Непостижимо,1,False,1.0,78.7
Скоргус,1,False,1.0,0.8
Постареть,1,False,1.0,79.0
Сказ,1,False,1.0,78.0
Гриммотизм,1,False,1.0,78.0
Канцлер,1,False,1.0,77.9
Коленопреклонный,1,False,1.0,0.8
Гха-ха,1,False,1.0,80.5
Даб,1,False,1.0,80.4
Дживан,1,True,1.0,77.4
Истеричка,1,False,1.0,77.5
Тринадцатый,1,False,1.0,77.6
Риддлом,1,False,1.0,80.3
Иввета,1,True,1.0,0.7
Холостяк,1,False,1.0,77.9
Лог,1,False,1.0,80.1
Доба,1,False,1.0,80.1
Весёленький,1,False,1.0,80.1
Юлить,1,False,1.0,80.1
Погодить-ка,1,False,1.0,80.1
Скоропостижно,1,False,1.0,79.9
Король-что,1,False,1.0,0.7
Ретро-паладин,1,False,1.0,77.9
Доминатус,1,False,1.0,77.9
Коса-винтовка,1,False,1.0,27.2
Тургусов,1,True,0.09,74.3
Шварц,1,True,1.0,75.8
Близнец-самурай,1,False,1.0,1.3
Аркович,1,False,1.0,69.0
Пиздануться,1,False,1.0,69.0
Оклематься,1,False,1.0,69.0
Виталист-рудеист,1,False,1.0,69.0
Король-дурак,1,False,1.0,69.0
Валим,1,True,0.33,69.0
Оркскай,1,False,1.0,69.1
Михаил,1,True,1.0,69.1
Елизар,1,True,1.0,69.1
Чжан,1,True,1.0,69.3
Гримм-кракен,1,True,1.0,69.5
Классно,1,False,1.0,69.6
Карликовый,1,False,1.0,69.7
Хеметь,1,False,1.0,75.8
Гордость-то,1,False,1.0,69.9
Карман-то,1,False,1.0,69.9
Позорище-то,1,False,1.0,69.9
Сказать-ка,1,False,1.0,70.3
Некрополь,1,False,1.0,70.4
Пятёрица,1,False,1.0,1.2
Соблазнительница,1,False,1.0,1.2
Черчилль,1,True,1.0,70.6
Добряяяяк,1,False,1.0,70.7
Сэцукий,1,False,1.0,70.8
Джиро,1,False,1.0,70.8
Дедуля,1,False,1.0,70.9
Беспристрастный,1,False,1.0,69.0
Фавн-югенд,1,False,1.0,69.0
Лунозвёздный,1,False,1.0,69.0
Фуууа,1,True,1.0,68.8
Кое-как,1,False,1.0,66.7
Инкогнито,1,False,1.0,67.0
Директор-предатель,1,False,1.0,67.4
Клятвопреступник,1,False,1.0,67.5
Хлой,1,False,1.0,1.8
Имбовой,1,False,1.0,67.7
Воскресный,1,False,1.0,1.7
Ютубчик,1,True,1.0,67.7
Яндекс,1,False,1.0,67.7
Разоритель,1,False,1.0,67.7
Высокоуважаемый,1,False,1.0,67.7
Спец-опрос,1,False,1.0,1.6
Ваууа,1,True,1.0,67.8
Бьянка,1,True,1.0,1.6
Ленинград,1,False,1.0,1.6
Мечосека,1,False,1.0,68.3
Скоординировать,1,False,1.0,68.4
Лестничный,1,False,1.0,1.5
Гримм-волк,1,True,1.0,1.5
Фууууа,1,True,1.0,68.5
Вдохновенно,1,False,1.0,68.6
Дзюйжэнь,1,False,1.0,68.7
Нифгчего,1,False,1.0,68.7
Вейл-мистраль,1,False,1.0,68.8
Прива,1,True,1.0,68.8
Виоллета,1,False,1.0,70.9
Гиз,1,False,1.0,70.9
Охрененно,1,False,1.0,71.0
Зачинщик,1,False,1.0,73.6
Кореландор,1,True,1.0,74.3
Сатирический,1,False,1.0,74.3
Петиция,1,False,1.0,74.3
Гритч,1,False,1.0,81.9
Иго,1,False,1.0,74.3
Маркнолл,1,False,1.0,0.9
Морис,1,True,1.0,74.6
Дрюон,1,True,1.0,74.6
Фэя,1,False,1.0,75.0
Хромота,1,False,1.0,75.1
Мел,1,True,0.5,75.1
Угольно-чёрный,1,False,1.0,75.3
Сверхострый,1,False,1.0,75.3
Гундабад,1,True,1.0,0.9
Гримм-оса,1,True,1.0,75.3
Феррумский,1,False,1.0,75.4
Продаксить,1,False,1.0,75.6
Перволюд,1,False,1.0,75.6
Гримм-кролик,1,True,1.0,75.6
Сванна,1,False,1.0,75.6
Крамохол,1,False,1.0,75.7
Крахомор,1,False,1.0,75.7
Скоргуса,1,False,1.0,75.7
Румянеть,1,False,1.0,75.7
Светоч,1,False,1.0,75.8
Бофор,1,False,1.0,74.2
Щёлк,1,False,1.0,73.5
Миядзавыть,1,False,1.0,71.6
Пришествие,1,False,1.0,73.4
Аргос,1,False,1.0,71.8
Рай,1,False,1.0,72.0
Шотландия,1,False,1.0,72.2
Англия,1,False,1.0,72.2
Макдональд,1,True,1.0,72.2
Секс-террорист,1,False,1.0,72.2
Кенунградский,1,False,1.0,1.1
Блоссом,1,False,1.0,72.3
Бэта,1,True,1.0,72.3
Бэтом,1,True,1.0,72.3
Старикан,1,False,1.0,72.6
Перефразировать,1,False,1.0,72.6
Неспокойный,1,False,1.0,72.6
Дрейка,1,False,1.0,72.6
Лагуна,1,False,1.0,72.7
Блеквэлла,1,True,1.0,72.7
Обыскивать,1,False,1.0,72.8
Сегмантат,1,False,1.0,72.9
Бессмыслёный,1,False,1.0,73.0
Сольтерийский,1,False,1.0,1.0
Ломаю-спина,1,False,1.0,73.1
Собираюсь-сняться,1,False,1.0,73.1
Ричард,1,True,1.0,73.1
Субботний,1,False,1.0,73.1
Арк-рыцарь,1,True,1.0,73.2
Сов-гримм,1,True,1.0,81.9
Пфф,1,False,1.0,82.9
Козлоподобный,1,False,1.0,81.9
Скарлатин,1,True,1.0,96.4
Взаимно,1,False,1.0,94.1
Пиздануть,1,False,1.0,94.2
Нога-манипулятор,1,False,1.0,94.3
Дешёво,1,False,1.0,94.5
Ромулан-легио,1,False,1.0,94.7
Пенната,1,True,1.0,94.7
Судиться,1,False,1.0,94.8
Соно,1,False,1.0,94.8
Вар,1,False,1.0,94.8
Коррекция,1,False,1.0,95.0
Хохотун,1,False,1.0,95.0
Алекситимия,1,False,1.0,95.1
Плутократия,1,False,1.0,95.1
Принц-воин,1,False,1.0,95.1
Лорд-командующий,1,False,1.0,95.1
Талосый,1,False,1.0,95.2
Слейт,1,False,1.0,95.2
Талоса,1,False,1.0,95.2
Дудометр,1,False,1.0,95.6
Гриммовед,1,False,1.0,95.6
Ремнатскай,1,False,1.0,95.8
Фархад,1,True,1.0,95.9
Нибира,1,False,1.0,95.9
Атлантида,1,False,1.0,95.9
Вель,1,False,1.0,96.0
Родж,1,False,1.0,96.1
Переезжать,1,False,1.0,96.1
Дюрановый,1,False,1.0,96.3
Батрак,1,False,1.0,96.3
Кульминация,1,False,1.0,93.8
Попеременно,1,False,1.0,93.7
Бронза,1,False,1.0,93.6
Избраный,1,False,1.0,92.2
Сейберов,1,True,1.0,91.1
Тэрикс,1,True,1.0,91.1
Сенитавр,1,False,1.0,91.1
Обрадованно,1,False,1.0,91.1
Пшка,1,False,1.0,91.4
Настоящие,1,False,1.0,91.7
Кое-кто,1,False,1.0,91.7
Раставить,1,False,1.0,91.7
Город-улей,1,False,1.0,91.7
Железноногов,1,True,1.0,91.7
Нихуяс,1,False,1.0,91.9
Плоскодонка,1,False,1.0,92.1
Несмерть,1,False,1.0,92.2
Капсула,1,False,1.0,92.2
Накрутить,1,False,1.0,93.6
Мигрировать,1,False,1.0,92.4
Религиозно,1,False,1.0,92.5
Карамбир,1,False,1.0,92.5
Джу,1,True,1.0,0.4
Гримм-кит,1,True,1.0,92.5
Стальнояйцевой,1,False,1.0,92.7
Стерлинг,1,False,1.0,92.9
Обзаводиться,1,False,1.0,92.9
Гретель,1,True,1.0,93.0
Ауксилия,1,True,0.5,93.3
Погонщик,1,False,1.0,93.3
Гримм-грифон,1,True,1.0,93.3
Визора,1,True,0.06,93.4
Крысолов,1,False,1.0,96.4
Чудный,1,False,1.0,96.5
Прыгучий,1,False,1.0,81.9
Ночка,1,False,1.0,96.6
Привет-привет,1,False,1.0,98.4
Сломаный,1,False,1.0,98.5
Девятнацать,1,False,1.0,98.5
Ангульф,1,True,1.0,0.1
Добегаться,1,False,1.0,98.5
Курносый,1,False,1.0,98.5
Вследствие,1,False,1.0,0.1
Диспетчер,1,False,1.0,98.7
Хронология,1,False,1.0,0.0
Блэкома,1,False,1.0,98.7
Ауро-пользователь,1,True,1.0,98.8
Безутешный,1,False,1.0,99.1
Отравитель,1,False,1.0,99.3
Экарлета,1,True,1.0,99.4
Милль,1,False,1.0,99.5
Пока-пока,1,False,1.0,99.5
Вакуанка-жена,1,True,1.0,99.5
Карла,1,True,1.0,99.6
Подпольный,1,False,1.0,99.6
Секка,1,True,1.0,99.7
Зимородок,1,False,1.0,99.7
Кацид,1,False,1.0,99.7
Осипший,1,False,1.0,99.7
Пролистывать,1,False,1.0,99.8
Виоллетта,1,True,1.0,99.9
Шармочка,1,False,1.0,99.9
Меркохуюрий,1,True,1.0,99.9
Аурник,1,False,1.0,99.9
Темнить,1,False,1.0,99.9
Эдриан,1,True,1.0,98.3
Бери-бери,1,False,1.0,98.3
Шанталь,1,True,1.0,98.2
Роанна,1,True,1.0,97.3
Зверёк,1,False,1.0,96.7
Сине-белый,1,False,1.0,96.8
Мастеровой,1,False,1.0,96.8
Фурри,1,False,1.0,96.9
Архар,1,False,1.0,97.1
Дяденька,1,False,1.0,97.1
Гримм-барбатаск,1,True,1.0,0.3
Пожурить,1,False,1.0,97.2
Броский,1,False,1.0,97.2
Чтиво,1,False,1.0,97.2
Реваншист,1,False,1.0,97.2
Кёнунградский,1,False,1.0,97.2
Вальдемар,1,True,1.0,97.2
Королём-что,1,False,1.0,97.3
Дело-то,1,False,1.0,98.1
Схерали,1,True,0.5,97.4
Финансировать,1,False,1.0,0.2
Гриммофобия,1,False,1.0,97.5
Роевой,1,False,1.0,97.6
Гримм-паук,1,False,1.0,97.6
Гримм-скарабей,1,False,1.0,97.6
Гримм-таракан,1,False,1.0,97.6
Детожор,1,False,1.0,97.6
Хрома,1,False,1.0,0.2
Хронист,1,False,1.0,0.2
Файра,1,False,1.0,97.7
Фактический,1,False,1.0,0.1
Чей-то,1,False,1.0,97.9
Оооо,1,False,1.0,90.9
Торн,1,False,1.0,0.4
Хилый,1,False,1.0,90.7
Ник,1,True,1.0,90.6
Соблазнять,1,False,1.0,83.4
Сотворение,1,False,1.0,83.4
Пивнышко,1,False,1.0,83.4
Преподаватели-персонал,1,False,1.0,0.5
Ввернуть,1,False,1.0,83.6
Следовательно,1,False,1.0,83.8
Крит,1,False,1.0,83.8
Куба,1,False,1.0,84.0
Доигрывать,1,False,1.0,84.0
Мстительно,1,False,1.0,84.1
Йоу,1,False,1.0,84.3
Безрукий,1,False,1.0,84.3
Предводительница,1,False,1.0,84.3
Серцеед,1,False,1.0,84.4
Садистка-медсестра,1,False,1.0,84.6
Каштановолосый,1,False,1.0,84.7
Берсеркёр,1,False,1.0,84.7
Яр,1,False,1.0,84.8
Берсерк,1,False,1.0,84.8
Хольдхарт,1,False,1.0,84.9
Паукообразный,1,False,1.0,85.0
Кибербезопасность,1,False,1.0,85.0
Арквили,1,True,1.0,85.1
Гартополь,1,False,1.0,85.1
Скарра,1,False,1.0,85.1
Интерфейс,1,False,1.0,85.3
Симпотизировать,1,False,1.0,85.4
Тормунд,1,True,1.0,85.5
Уоттс,1,True,1.0,85.5
Фэнтезийный,1,False,1.0,83.3
Переигрывать,1,False,1.0,83.3
Майк,1,True,1.0,83.3
Чёртов,1,False,1.0,82.6
Пиздуть,1,False,1.0,81.9
Нолан,1,False,1.0,82.0
Анти-орда,1,False,1.0,82.1
Мауголь,1,False,1.0,82.1
Зимовать,1,False,1.0,82.1
Висп,1,False,1.0,82.2
Гренделить,1,False,1.0,82.2
Давать-давать,1,False,1.0,82.2
Запевать,1,False,1.0,82.3
Кале,1,False,1.0,82.3
Настоящий-то,1,False,1.0,82.3
Забелелисить,1,False,1.0,82.4
Сплетник,1,False,1.0,0.6
Пугач,1,False,1.0,82.6
Аполлон,1,True,1.0,83.3
Толстяк,1,False,1.0,82.6
Слушать-ка,1,False,1.0,82.6
Рудеть,1,False,1.0,82.7
Фальшиво-укоризненно,1,False,1.0,82.8
Полярность,1,False,1.0,0.6
Этот-то,1,False,1.0,82.9
Раскомандоваться,1,False,1.0,66.4
Хорнбург,1,True,1.0,82.9
Ваагха,1,True,1.0,82.9
Кольбен,1,True,0.17,83.0
Андрей,1,True,1.0,83.3
Драга,1,False,1.0,83.3
Академеть,1,False,1.0,0.6
Кэндзи-сан,1,False,1.0,85.7
Загорелый,1,False,1.0,85.8
Как-нибудь,1,False,1.0,85.8
Надрываться,1,False,1.0,89.3
Тысячеголосый,1,False,1.0,88.2
Гуркулом,1,False,1.0,88.5
Кэнтон,1,False,1.0,88.5
Диана-ветус,1,True,1.0,88.5
Обряжить,1,False,1.0,88.5
Бай,1,False,1.0,88.5
Дзян,1,True,1.0,88.6
Регне,1,False,1.0,88.6
Пыль-бомба,1,False,1.0,88.6
Югирэ,1,False,1.0,88.6
Небожитель,1,False,1.0,88.8
Рубс,1,False,1.0,89.0
Макет,1,False,1.0,89.0
Юнхей,1,True,0.5,89.3
Возглашать,1,False,1.0,87.9
Журналистка,1,False,1.0,89.8
Дугин,1,True,1.0,89.9
Ковчег,1,False,1.0,89.9
Элохой,1,False,1.0,89.9
Иудаизм,1,False,1.0,89.9
Славяно-арийский,1,False,1.0,90.0
Веда,1,False,1.0,90.0
Муз-пересказ,1,False,1.0,90.0
Ктулху,1,True,1.0,90.0
Римско-китайский,1,False,1.0,90.0
Исскуство,1,False,1.0,0.4
Намазать,1,False,1.0,90.3
