name,mentions,commenters,author_mentions,name_pos,cap_ratio,first_seen,last_seen,samples
Ами,3,3,0,True,1.0,2026-03-18,2026-05-12,"[40778995] Способность аристократов всех мастей получать пиздюлей от Арков вам ничего говорит, товарищ Монтана? А если без шуток, то сложно выделить что-то конкретное (ник | [39543077] Я человек простой, наклепал 3 мема -> выложил 1 Наконец, Ами Голд нашел того, кто испортил его репутацию в Биконе 2 Автор, через несколько дней 3 Небольшой сове | [39351677] Мистраль после Великой войны Ами Голд и Кардин Винчестер общаются между собой Отношения Сапфир и Уитли если бы он был другого пола"
Голд,3,3,0,False,1.0,2026-03-18,2026-05-12,"[40778995] Способность аристократов всех мастей получать пиздюлей от Арков вам ничего говорит, товарищ Монтана? А если без шуток, то сложно выделить что-то конкретное (ник | [39543077] Я человек простой, наклепал 3 мема -> выложил 1 Наконец, Ами Голд нашел того, кто испортил его репутацию в Биконе 2 Автор, через несколько дней 3 Небольшой сове | [39351677] Мистраль после Великой войны Ами Голд и Кардин Винчестер общаются между собой Отношения Сапфир и Уитли если бы он был другого пола"
Нифига,3,3,0,False,0.6,2026-04-03,2026-06-03,"[40680654] Нифига себе такого, даже у меня нету | [41384359] Ух ты. Я и незнал и Насуверсе, но читать было интересно. Концепция истока хороша и интересна. Насчет Палача удивился конкретно. Это оригинальный Жон, переживший | [39749986] Нифига. Я вот играю в шахматы и если нейронка по шахматам AlphaZero когда появилась, играла лучше Стокфиша, то теперь её ""потомок"" ""телепортирует"" фигуры, делае"
Ворон,3,3,0,False,1.0,2026-03-18,2026-05-07,"[40648072] Эмбер что ли? Или Кровавый Ворон? А может это... Близняшки? | [39534405] Ворон Обыкновенный прилетит и начнётся тотальный Варп. | [39356093] Безумные теории, ч. 2 1-я теория Признаться, всем нам известный Леопольд — был вторым, о ком я подумал. Идея, что Добрый Принц — это альтернативная версия Морге"
Победитель,3,3,0,False,0.75,2026-02-27,2026-04-29,"[40449049] Я вызываю товарища Леона на смертельный бой! Будем драться картинками по RWBY в комментариях Сломанного Меча! Победителю - уважение и слава! Нападай, Леон (пока | [38914607] Иссоп его называл пока еще не Победителем. Так что это именно Победа, а не Разрушение | [38888739] ""Морген Арк: Озма, я вызываю тебя на дуэль. Мы будем драться в моче и говне с ножами. Победителю - трусики Салем и две пачки чипсов."" Шутка становится смешнее е"
Опасность,3,3,0,False,0.6,2026-03-22,2026-04-20,"[40201966] В Совете Атласа Опасность путешествия во времени Конец 69 главы | [39493103] Внимание, порция смехуечков 1. Жон Арк шёл по лесу и чувствовал, что за ним следят. Он резко обернулся. Никого. «Показалось», — подумал Жон. Гримм облегчённо вы | [39454330] Опасность радиоактивного излучения в поражении ДНК микроскопическими частицами, что приводит к образованию нежизнеспособных и/или раковых клеток. Организм с ним"
Удача,3,3,1,False,0.75,2026-04-03,2026-06-03,"[40074979] Удачи | [41391939] Удачи. | [39770915] Манул отгосится к семейству кошаяих, так что точно есть кошковайфу с фенотипом манула. Удачи с такими фавнами чё. Манулы в реальной природе интроверты на максим"
Уса,3,3,0,False,1.0,2026-02-27,2026-04-14,"[39993647] ...кстати, может ли такое быть, что Гийом Арк (Странный) при помощи своего Подобия, Реликвии Выбора и разных украденных штук получил псевдобесмертие или построи | [40034590] Так.. кажется то что у него проявление на подобии Ириса, поняли после выхода той главы, это что ли секретом было? То что он делал что то за кадром абсолютно вер | [38894600] 1. Я имел в виду, с кем сравнивает Иссоп Жона, а не то, кто упоминается в предыдущем предложении, данном лишь для сравнения. С большой буквы пишут местоимения т"
Аргус,3,3,0,False,1.0,2026-03-22,2026-04-11,"[39972405] Внимание, анекдот Подходят в Аргусе к Жону. - Позвольте папиросу! - Вы моих курить не будете - А что...крепкая очень? - Нет... - Слабая? - Нет... - А что же? -  | [39456528] Товарищи, в связи с заданием от партии необходимо увеличить количество анекдотов!! 1. Спрашивает как-то раз Кардин Лая: - Чем это ты так зачитался? - Учебник по | [39843456] Интересная теория. Но лично я предпологал, что он назван в честь какого-то персонажа/существа из мифологии. P. S. У нас есть атласко-мистральский город Аргус, т"
Джуниор,3,3,0,False,1.0,2026-02-28,2026-04-11,"[39970094] После событий в баре Джуниора Где-то в альтернативной реальности Секретная инфа | [39000121] Хм... Пов будет от этой выжившей близняшки из клуба Джуниора, ибо почему бы и не да?) Возможно даже, пов-флэшбэк | [38914151] Шиза Ставлю косарь, что встреча Иссопа с Жоном и Блэком (не конкретно с ними, а вообще с кем-либо на кладбище) — это часть плана Логоса по получению дополнитель"
Ваха,3,3,0,True,0.43,2026-03-19,2026-04-11,"[39953556] вахоё...любы От вахоёба слышу. Че как там с Тенью и Вахой?) Вот бы твой ГГ натворил бы делов, случайно создав в Тени Богов Хаоса)) | [39533705] Кстати, у меня вопрос: Может ли какой-то древний водный Гримм, который не обделён интеллектом, догадаться, что затонувшие корабли (если достаточно сохранились)  | [39380806] Ну и нафлудили тут. На главу текста точно наберется. Так что можно самому без стеснений флудить. И с учетом того, что этот фик стал косплеем на Ваху - Нора посл"
Кай,3,3,0,True,1.0,2026-03-31,2026-04-04,"[39794182] Подборка мемов про Жона - мать его Арка 1 2 3 Жон Арк в Кае Сегментате | [39694540] Ночная шиза Что если Рудеи намного древнее, чем нам кажется? С чего это вдруг? Всё просто и сложно одновременно. Как мы знаем из оригинального сериала, а именно | [39690128] 1. Проблема не в аппаратной основе, а в самой возможности разделять ауру (и душу). По канону, Пенни - буквально кусок души Пьетро Полендины. Насколько я помню, "
Эпштейн,3,3,0,True,1.0,2026-03-14,2026-04-04,"[39783249] Любой карликовый беовульф сойдёт на эту роль. К счастью карликовые беовульфы обитают только на одном острове – острове Эпштейна. | [39261410] Время для мемов, товарищи: 1) Аларик Валуа прибывает на остров, на котором расположена база культистов, после окончания своей карьеры в совете Вейла и вербовки  | [39582434] Это из секретных файлов Эпштейна?"
Непонятно,3,3,0,False,0.6,2026-03-15,2026-03-30,"[39670582] Всем здравия, пришел с мыслями по поводу Старухи, Рода, ее примерного возраста, кто она такая, какую территорию держит и что тут не так. Род Что по поводу того  | [39283250] Я полагаю, что страхи должны быть массовыми и четко проявленными в массовом сознании. Страхи темноты, голода, смерти при родах, эпидемии - они характерны для вс | [39663959] Про Мистраль Ахерон соврал. Непонятно откуда он."
Железноногий,3,3,0,False,1.0,2026-02-27,2026-03-27,"[39576519] Железноногий, как всегда, хорош | [38888859] 1. Вы с Ним два сапога пара - пара Отцеубийц! Речь идёт про Меркьюри? Просто в предыдущем предложении Иссоп выделяет с большой буквы Неё, так что речь может идт | [38890427] Речь идёт про Меркьюри? Просто в предыдущем предложении Иссоп выделяет с большой буквы Неё, так что речь может идти о какой-то хтони, на которую Железноногий не"
Рогатый,3,3,0,False,1.0,2026-02-27,2026-03-25,"[39534336] В ""Эхе"" фигурировал гримм-корабль-призрак, которым управляет местный Дэви Джонс - причем персонаж, сопоставимый со Старухой и Рогатым Царем, но я точно не могу  | [38888859] 1. Вы с Ним два сапога пара - пара Отцеубийц! Речь идёт про Меркьюри? Просто в предыдущем предложении Иссоп выделяет с большой буквы Неё, так что речь может идт | [39266356] Да здраствует, Королевская Чета Ремнанта(с наследником)! Краткий список того, что нужно сделать Руби, чтобы это стало реальностью 1.Дождаться смерти Райхан. 2. "
Отлично,3,3,0,False,0.6,2026-03-13,2026-06-11,"[39247984] Умриии! Отлично ты завалил оборотня! Оборотня?Я думал,что это был фавн Вакуанские наркоторговцы после прорыва Какие опросы кидает в общий чат второго курса Коп  | [41600176] То есть объём Узника Азкабана? Отлично мне как раз надо будет готовится к сложнейшему экзамену и заодно прочитать главу... | [41029882] О, а я и не заметил. Отлично. Но, как я помню, это для мемов, а не анекдотов, там отдельный файл нужно создавать"
Слышь,3,3,1,False,1.0,2026-03-05,2026-04-26,"[39039945] Про Палача: Когда Палач пришел к Погибели: (хлопая дракона по морде перчаткой) — Слышь, Погибель... ик... Ты не дуйся. Ты просто большой. А я — Злобный. Чувству | [40360570] Слышь, я Весы | [39250243] 1) Этим механизмом случаем не является Душа Мир (или как там назвал её Озпин)? Хоть учитывая, что она взаимодействует и с Проявлениями, то ""Механизм Гримм"" явля"
Голодный,3,3,0,False,0.75,2026-03-04,2026-05-29,"[39006847] Голодный ведать | [41252433] Пряный Шафран - это с большой вероятностью, писательский псевдоним Сафрон, которая пишет серию книг ""Рыцарь без Страха и Упрёка"", где прототип гг - наш мрачный  | [39266356] Да здраствует, Королевская Чета Ремнанта(с наследником)! Краткий список того, что нужно сделать Руби, чтобы это стало реальностью 1.Дождаться смерти Райхан. 2. "
Холоднорукий,3,3,0,False,0.75,2026-02-27,2026-02-28,"[38905819] А больше будто бы и не кому. У озлюминати/культистов достаточно инструментов, чтобы отыскать его без подобных представлений. Корона не стала бы срать там, где ж | [38887288] Есть здесь умельцы нейросетевые? Нужно срочно приклеить ебало Айронвуда на какую-нибудь из обложек...И название какое-нибудь... особое. ""Холоднорукий Его Величе | [38907991] спойлер (показать) Холоднорукие не под управлением культистов. В пов Милорда упоминалось, что Северянин водит за нос холодноруких. Милорд является советником, н"
Добряк,3,3,0,False,0.75,2026-02-27,2026-05-19,"[38896623] Вот мой список кандидатов в ПОВы следующей главы: Сказочник - Иксор Ридлл (отсылка на Тёмного Лорда из ГП) - сомнительно, но окей. Кто-то из охотников ренегатов | [38891137] Добряка* | [40978942] Тогда уж Добряка"
Всадник,3,3,0,False,0.75,2026-02-27,2026-04-17,"[38895143] Про следующую главу Пов. Это будет Морген? Я же угадал? Да? Автор, напишите: Да. P.s.: Глава - отвал башки. Всадник не даст соврать. | [38890427] Речь идёт про Меркьюри? Просто в предыдущем предложении Иссоп выделяет с большой буквы Неё, так что речь может идти о какой-то хтони, на которую Железноногий не | [40123508] Я вот чё подумал... если Мёртвый Разум это всё же Пенни, а Палач - Жон Арк, то получается, Руби дружит с двумя Всадниками Ремнатокалипсиса."
Экстерминатус,3,3,1,False,1.0,2026-06-10,2026-06-10,"[41569134] Получается, Экстерминатус Ведьмы и Волшебника во Славу Палача? | [41569186] Экстерминатус там проводят, но не во славу Палача))) | [41569273] Экстерминатус Палача и его приспешников в имя Серебряной Королевы и Волшебника, товарищ Козлов)"
Торчвика,3,2,0,False,1.0,2026-02-28,2026-06-04,"[41414660] Хз, держите фемТорчвика и фемВуконга: | [41253284] ШИЗО теория. Странный Дурак это Роман Торчвик. | [38914151] Шиза Ставлю косарь, что встреча Иссопа с Жоном и Блэком (не конкретно с ними, а вообще с кем-либо на кладбище) — это часть плана Логоса по получению дополнитель"
Коко,3,2,0,False,1.0,2026-03-29,2026-06-04,"[41405296] спойлер (показать) Леон и Луперк — братья навек! По духу. *Задумчиво тянет* Или нет... Да, определённо нет. *Достаёт дробовик с антиаурной дробью* –Прости, Ален | [40778995] Способность аристократов всех мастей получать пиздюлей от Арков вам ничего говорит, товарищ Монтана? А если без шуток, то сложно выделить что-то конкретное (ник | [39638444] Когда Коэр могёт, он всё-таки имбует. Вот, решил поделиться этой сценой из фанфика ""Белокурый бард Ремнанта"": Пирра смотрела, как мимо нее прошествовал Кардин с"
Клык,3,2,0,False,0.75,2026-03-21,2026-06-01,"[41319275] Типичный политик после Пролома, чтобы поднять рейтинг поддержки: ""Фу, грязные фавнолюбы и сторонники Белого Клыка! С помощью таких методов террористы получают ф | [40225127] Не показывайте Белому Клыку и фавнам — их удар хватит. | [39445478] Бламор не согласен с этим мнением. Как и бандиты из Драконьих Наездников. Или Бранвены. Или территористы Белого Клыка. Или... (вы можете дополнить этот список)."
Валькирия,3,2,0,False,1.0,2026-03-01,2026-05-30,"[41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [38934907] Мисс Валькирия стала Девой. Мистер Арк, мистер Лай и мистер Винчестер: Странный Дурак: Оз: Салем: Нора (через три секунды после обретения сил):"
Красота,3,2,0,False,0.6,2026-03-31,2026-05-30,"[41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [40314910] Красота, товарищ! Я думаю, это заслуживает новой медали. | [39677919] Красота. Ждем добавления в арты к фанфику)"
Каменный,3,2,0,False,0.75,2026-03-25,2026-05-30,"[41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [39529416] Товарищи, колонка ""Анекдоты"" 1. Юлиус Арк разговаривает по телефону с генералом Валленштайном: — Нет. — Нет. — Нет. — Нет. — Да. — Нет. — Нет. Кладет трубку. Хе | [39530457] Позволю себе заметить неточность, товарищ Козлов:  Генерал Валленштайн - атласианский полководец времен Великой войны, я бы его заменил на сира Рейнальда Камбер"
Шимон,3,2,0,True,1.0,2026-03-14,2026-05-28,"[41231813] Колонка ""Анекдоты"", товарищи: 1) ""Реально и гипотетически"" версии ""Довитальский Арквилль"" Хейли спрашивает у Юлиуса: - Брат, что такое ""реально"" и что такое ""ги | [39704343] 1 Рассказал Шимону Веберу шутку про церковь 2 Типичный опросник жителей Вейла 3 Подпольный торговец оружием смотрит на спутника Меркьюри: Внезапно, 4 Всех с пер | [39269801] Еще немного мемов Первый Уитли после выступления Шимона Вебера Второй В кабинете Озпина, после рейда на Бранвенов (глазами Жона) Тот, что после второго Автор по"
Сапфировый,3,2,0,False,1.0,2026-03-31,2026-05-22,"[41060492] Или от той штуки, призванной Дианой Арк и запечатанной в Сапфировой крепости... | [41065221] Диана давно мертва. В Сапфировой Крепости никто не запечатан. | [39686092] Пришло время мне задавать вопросы: у Жона Проявление точно Победа? Если он тоже станет гигапрокачанным челом и умрёт, как его Проявления повлияет на экологию..."
Родина,3,2,0,False,0.6,2026-03-21,2026-05-22,"[41054772] Не, пов Райхан должен быть на каникулах, когда они поедут к ней на Родину свататься в Вакуо. До каникул еще терпеть и терпеть | [39445379] 20. Бранвен уже три месяца слал в Центр одну и ту же шифровку:4207 1801 2275 44086872 4589 5533 79283473 5600 1956 7639. Но напрасно: ни на одну из этих кредитн"
Сиенна,3,2,0,True,1.0,2026-05-07,2026-05-20,"[41009593] Внимание, анекдоты: 1. На тонущем корабле один из пассажиров спрашивает капитана: — Далеко ли отсюда до земли? — Одна миля, мсье, — отвечает капитан. — А в како | [40657448] Ещё Гира тогда подходит, Блейк, Адам, Сиенна ну и с натяжкой Илия..."
Аллах,3,2,0,False,1.0,2026-03-15,2026-05-18,"[40946402] Автор, Аллаха ради, выпусти уже главу. Хотя бы первую часть. Народ уже дуреет в комментариях. Не для себя прошу, а для людей. | [39349559] Аргументы более чем здравые, единственно с чем я не совсем согласен, так это с этим отрывком с выделением только Малус Ресурениум и Темного Лорда. Тут начинаютс | [39283139] 9й сезон RWBY это полная хуета. Если кратко: Жон после сражения с Синдер падает в Everafter(хз как перевести) - мир, который наполовину Нарния, наполовину Алиса"
Меркурить,3,2,0,False,1.0,2026-02-28,2026-05-16,"[40898261] Проблемы трудоустройства Меркури Блек о Жоне Данные удалены | [38942172] Жон с Сапфир и Меркури Блэк с Ахероном к концу четвертого курса Жона,встречаются у продавца наследия великой войны и всякой нелегальщиной и атласианским | [38919825] Раз уж все начали делать ставки на следующий POV, продолжу традицию: Версии Синдер Кто-то из семейства Грей Парень, которого провожали Меркури и Жон до Универси"
Соль,3,2,0,False,0.6,2026-05-02,2026-05-15,"[40854528] Так и запишем: Арквиль — местный Санкт-Петербург, туда ни ногой. П.С А там продают Праховую Соль?) | [40539426] Не знаю что написать, поэтому напишу рецепт голубцов. Капуста - 1 кочан Рис - 200 г Фарш мясной - 500 г Соль - 1 ч. ложка Приправа - 1 ч. ложка (по вкусу) Перец"
Мантля,3,2,0,False,1.0,2026-03-05,2026-05-11,"[40765251] Рубрика анекдоты. 1. -Будьте добры, передайте мне, пожалуйста, мою трость для дел фотографического характера. - Чё, тебе нужна палка для селфи? - Ежели вам так  | [39615776] Арквилльская колонка аркдотов: 1. Этнограф-мантлиец сидит напротив фавна и думает: «Бедный, невежественный дикарь! Неужели он правда считает, что в мире духов д | [39054293] 1)Достаточная завязка в начале, чтобы Жон поменялся в иную сторону от канонного, без влияния от попаданчества? Это какая? Был бы Жон обычным ремнантским мальчик"
Гудвитч,3,2,0,False,1.0,2026-03-16,2026-05-09,"[40720271] Внимание! На территорию Бикона проник пользователь ауры с подобием, позволяющим делать мини копии других людей! Эксклюзивные кадры с места событий: Шни Руби Пир | [39501200] 7. В последнюю субботу марта Жон не ложился спать, чтобы перевести стрелки. В последнее воскресенье марта Вейл разбирал обломки поездов. 8. На столе стояла выпи | [39321822] Хрень. Должна была получится сочная милфа вроде Глинды Гудвитч, а не вот эта вот страхоёбина. Боюсь представить, что будет, если нейронка попробует сгенерироват"
Эмбер,3,2,0,False,1.0,2026-03-25,2026-05-07,"[40648072] Эмбер что ли? Или Кровавый Ворон? А может это... Близняшки? | [39533098] Вопрос к автору: сколько лет Эмбер в Ремнанте-СМ? | [39534106] Вопрос был заманухой для товарища Атлета Шизо-рассуждения (показать) Я хотел понять, что думает Оз о таком нетривиальном персонаже, как мистер Рокс. Понять, что"
Патч,3,2,0,False,1.0,2026-03-30,2026-05-03,"[40562317] Такой вопрос, о личностях Пятёрицы Лордов. Чёрный Регент - ясное дело, Ансельм мать его Арк, правивший королевством 40 лет и устроивший кровавую баню многочисле | [39670582] Всем здравия, пришел с мыслями по поводу Старухи, Рода, ее примерного возраста, кто она такая, какую территорию держит и что тут не так. Род Что по поводу того "
Гленна,3,2,0,True,1.0,2026-03-17,2026-04-28,"[40429630] Мысли насчет Виллоу Я тут перечитал момент с Виллоу, где она отмечает, что Жон ей кого-то напоминает, и вот о чём подумал. Что, если Жон напомнил Виллоу кого-то | [39326280] Товарищи, на меня напало вдохновение, поэтому в эфире телепередача ""Ремнантские частушки"": Из Сольтеры выезжает Жоэль - чудо-акция Становись мистраез в ряд - бу"
Созидание,3,2,0,False,0.75,2026-03-18,2026-04-14,"[40025268] Выбор не дает таких.. преимуществ? Отражает свое название. Вот была бы реликвия Созидания... А Иссоп.. там сложно, он же пропавшим числился. К чему такую клоуна | [39356631] 3. Дык Созидание только один предмет может создать в одно время и поддерживать его.  В данный момент он удерживает Атлас в небе. | [40026347] Выбор не дает таких.. преимуществ? Отражает свое название. Вот была бы реликвия Созидания... Так он и у Старухи что-то украл, и за кадром мог наворовать разных "
Брат-бог,3,2,0,False,1.0,2026-03-14,2026-04-11,"[39954737] Имя нам - Серебряный Орден. Крови нашей - океан. Мы не Братья-Боги и не Титаны. Мы - солдаты. Мы не умираем, мы отступаем в Темную Обитель на перегруппировку | [39337310] Последствия второго варианта с небольшой комичной (надеюсь) сценкой Да здраствует Королевская Семья Ремнанта! Серебряная Королева(Руби из другой временной линии | [39266356] Да здраствует, Королевская Чета Ремнанта(с наследником)! Краткий список того, что нужно сделать Руби, чтобы это стало реальностью 1.Дождаться смерти Райхан. 2. "
Виолетта,3,2,0,True,1.0,2026-04-07,2026-04-07,"[39847908] Название: Виолетта Арк Необычная @Ты Виолетта Арк, самая младшая из Арков. И ты открываешь Ауру, позже подобие. @Тебе 14, а у тебя в руках имеется Реликвия Брат | [39858667] Виолетта Арк - Добрый(ая) Принц(есса)?"
Ааа,3,2,0,False,1.0,2026-02-28,2026-04-04,"[39784344] аАаАаАаАаАБОЛЬНААААааАаАаАа | [39759917] Не хочу. Ладно парочку можно В Рай она, определённо, не попадёт. Погодите, она же не христианка. Тогда всё норм. Ааа фавн в Вакуо!!!! Спасайтесь кто может!!!!1а | [38922745] *в панике* Ааа, он согласился! Что делать-то теперь?! Я на такое не рассчитывал!!!"
Холм,3,2,0,False,1.0,2026-03-31,2026-04-17,"[39686092] Пришло время мне задавать вопросы: у Жона Проявление точно Победа? Если он тоже станет гигапрокачанным челом и умрёт, как его Проявления повлияет на экологию... | [40122123] А кого Палач Чёрной Кровью отпаивал на Красных Холмах в битве с атласианцами? Только если Пенни."
Дюрановый,3,2,0,False,1.0,2026-03-30,2026-03-31,"[39670582] Всем здравия, пришел с мыслями по поводу Старухи, Рода, ее примерного возраста, кто она такая, какую территорию держит и что тут не так. Род Что по поводу того  | [39675013] 1) жёлтые волосы в Вейле являются самым распространенным цветом волос, так что они не относятся к примечательным. 2) У Дюранов и Амьена слишком часто мелькает з"
Роза,3,2,0,True,0.5,2026-02-28,2026-03-30,"[39668266] А чем оригинальный цвет Розы не угодил? Вполне себе органично выглядело | [38914151] Шиза Ставлю косарь, что встреча Иссопа с Жоном и Блэком (не конкретно с ними, а вообще с кем-либо на кладбище) — это часть плана Логоса по получению дополнитель | [39016404] Товарищ, мы раскрыли сюжетный твист, это вс... *звуки радиопомех*... Озм... *звуки радипомех*... Пала... *звуки Радиопомех*... Роза... *бесконечные звуки радиоп"
Коэр,3,2,0,False,1.0,2026-03-17,2026-03-29,"[39638444] Когда Коэр могёт, он всё-таки имбует. Вот, решил поделиться этой сценой из фанфика ""Белокурый бард Ремнанта"": Пирра смотрела, как мимо нее прошествовал Кардин с | [39345696] Райхан вакуанская поддделка Пирры Никос. Вот и думой. P.S Атлет — это Коэр?! 🤯🥴 | [39346922] Коэр << Атлета, так что нет"
Атласианский,3,2,0,False,0.6,2026-03-01,2026-05-17,"[39617662] Слитые в локальные сервера Ремнета пособия, написанные Короной после смерти Палача: Ремонтские религиозные тексты: Очередная альтернативная вселенная, в которой | [38940210] Или всё же Цвай?... А может вообще глава Атласианской Церкви Братьев?...... Или всё таки Бархатная Зайка?.... | [40906073] Последователи одноглазого (змея) Лови лопатку от Атласианского охотника:"
Кузнец,3,2,0,False,1.0,2026-03-15,2026-03-25,"[39543047] С вами вечерный выпуск Ансельской правды. Вспомним золотой фонд анекдотов 1. Ансельское радио объявило конкурс на самое глупое лицо. Решение жюри: присудить пер | [39283139] 9й сезон RWBY это полная хуета. Если кратко: Жон после сражения с Синдер падает в Everafter(хз как перевести) - мир, который наполовину Нарния, наполовину Алиса"
Тиранид,3,2,0,True,1.0,2026-03-25,2026-05-29,"[39533705] Кстати, у меня вопрос: Может ли какой-то древний водный Гримм, который не обделён интеллектом, догадаться, что затонувшие корабли (если достаточно сохранились)  | [41252433] Пряный Шафран - это с большой вероятностью, писательский псевдоним Сафрон, которая пишет серию книг ""Рыцарь без Страха и Упрёка"", где прототип гг - наш мрачный  | [41256937] Хмммм, если есть Тираниды, то где их генокрады?????? Как вообще их концепция будет реализована?????"
Фонд,3,2,0,False,0.75,2026-03-06,2026-03-23,"[39480334] Кстати, я тут вспомнил. Фамилия Дюран (Duran), если прочитать задом наперед, то получится Наруд (Narud). А Наруд — это персонаж из StarCraft 2, выступает вражес | [39062305] Мне кстати, 23 года. А хто тут такой пусенький?) А хто тут такой маленький?)) Мне 27 P.S В Синем Дворце стопудово запечатана моя альтернативная версия из мира S"
Слон,3,2,0,False,1.0,2026-03-21,2026-05-18,"[39444947] Внимание, смехуечки 1. Внезапно в городе исчезло спиртное, и Озпин понял: прилетел Бранвен. 2. Бранвену пришла шифровка, в которой было сказано, что ему придетс | [40952914] Слона (хотя тут уже кит, честно говоря) нужно есть по частям, товарищ Атлет)"
Ржавый,3,2,0,False,0.75,2026-03-17,2026-03-18,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов | [39356093] Безумные теории, ч. 2 1-я теория Признаться, всем нам известный Леопольд — был вторым, о ком я подумал. Идея, что Добрый Принц — это альтернативная версия Морге"
Малус,3,2,0,False,1.0,2026-03-14,2026-03-18,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов | [39349559] Аргументы более чем здравые, единственно с чем я не совсем согласен, так это с этим отрывком с выделением только Малус Ресурениум и Темного Лорда. Тут начинаютс | [39274022] На самом деле, даже без всех этих задач: мисс Роуз - единственная из имеющихся кандидаток, с которой мистер Арк имеет хоть какую-то положительную динамику отнош"
Ресурениум,3,2,0,False,1.0,2026-03-14,2026-03-18,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов | [39349559] Аргументы более чем здравые, единственно с чем я не совсем согласен, так это с этим отрывком с выделением только Малус Ресурениум и Темного Лорда. Тут начинаютс | [39274022] На самом деле, даже без всех этих задач: мисс Роуз - единственная из имеющихся кандидаток, с которой мистер Арк имеет хоть какую-то положительную динамику отнош"
Околдовать,3,2,0,False,1.0,2026-03-17,2026-03-21,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов | [39421646] Хорош. Надо будет под Хейли переделать анекдоты с поручиком Ржевским. Жаль, что мы не знаем аналога Штирлица, хотя, может Бранвен подойдет, хм. Я думал про Ирис | [39425866] Заходят как-то Жон Арк, Иссоп Манье и Странный дурак (Аларик Валуа) в бар - а им там Храмн Околдованный говорит... –Пошёл нахуй, Леон, я больше на это не поведу"
Сяо,3,2,0,False,1.0,2026-03-14,2026-05-18,"[40953494] Какой Ирис Рокс? Сапфир уже все делает. Уитли просто не рискнет заставлять менять фамилию, минимум двойная. Загонят его под каблук, тут же найдутся средства на  | [39427982] Еще не вечер, вот посетит Жон остров кошкодевочек, так и установит с Адамом социализм на острове. Будет первая в мире Менаджерская Народная Республика. Кошкодев | [39274022] На самом деле, даже без всех этих задач: мисс Роуз - единственная из имеющихся кандидаток, с которой мистер Арк имеет хоть какую-то положительную динамику отнош"
Лонг,3,2,0,False,1.0,2026-03-14,2026-05-18,"[40953494] Какой Ирис Рокс? Сапфир уже все делает. Уитли просто не рискнет заставлять менять фамилию, минимум двойная. Загонят его под каблук, тут же найдутся средства на  | [39427982] Еще не вечер, вот посетит Жон остров кошкодевочек, так и установит с Адамом социализм на острове. Будет первая в мире Менаджерская Народная Республика. Кошкодев | [39274022] На самом деле, даже без всех этих задач: мисс Роуз - единственная из имеющихся кандидаток, с которой мистер Арк имеет хоть какую-то положительную динамику отнош"
Хммм,3,2,0,False,1.0,2026-03-05,2026-05-18,"[40950401] Пурри форно? Пей горно? Сесбиан лекс? (Ладно, это не страшно) Так, что у нас там ещё есть... Хммм... О, точно. Пучье жорно? | [39534436] Хммм, значит уже есть опыт объединения Гримм с парусными кораблями. | [39047497] Хммм, представляю лицо Оз, когда он об этом узнает. Хотя, такое она вряд-ли сделает, т.к. у неё воспитание и личность не сильно то и позволяют сделать такое. А "
