name,mentions,commenters,author_mentions,name_pos,cap_ratio,first_seen,last_seen,samples
Жон,497,42,6,True,0.99,2026-02-27,2026-06-11,"[41600852] Слава Братьям! Мы наконец узнали как Жон добыл поддельные документы в каноне! (Если что, речь идет про оригинальный сериал RWBY, и данная картинка не имеет ниче | [41578196] Последняя попытка угадать, от чьего лица будет POV перед продой. Это будет POV назад в прошлое от лица отца Жона, и нам раскроют все детали его смерти, раз уж м | [41570473] Осваиваем AI-slop (часть 2) Грозный Жон Жон - грустный Штирлиц Привет от дядюшки Бэда"
Арк,178,22,0,True,0.99,2026-02-27,2026-06-11,"[41580755] картинки (показать) Пляжный эпизод приближается! Как Морген Арк видел Салем (я с ним полностью солидарен в этом вопросе): . | [41567912] спойлер (показать) Шизотеории: в девятнадцать лет Арк станет Сломанный Мечом, ведь по словам психа он сломанный, но пока еще не меч, еще не победоносный. Пов но | [41290461] Товарищи, время шизотеорий. Перечитывал СМ, в главе про склеп Арков, кукушка отмерила Озпину 2 года, то етсь до конца 4 курса Жона. Исходя из этого, что за пизд"
Атлет,132,27,1,False,0.95,2026-02-27,2026-06-10,"[41570106] Я тут перечитываю, и заметил один момент: Сапфир раньше много дралась, в том числе ломала руки одноклассникам, что является вредом средней тяжести. При этом не  | [41523175] Товарищ Атлет, новая броня Жона будет такой? https://youtube.com/shorts/KbqedB8TW1g?si=rYX2_heRcVSP8qyc | [41522634] О, уже восемь с половиной тысяч комментариев, товарищи! Поздравляю товарища Атлета и нас всех!"
Ремнант,104,24,3,False,0.93,2026-02-27,2026-06-10,"[41567793] спойлер (показать) Если черная кровь и прям альтернатива земной нефти, Легион (Эхо Горького Сна) уже должен быть сверхдержавой, ибо она дешева и применима во мн | [41405296] спойлер (показать) Леон и Луперк — братья навек! По духу. *Задумчиво тянет* Или нет... Да, определённо нет. *Достаёт дробовик с антиаурной дробью* –Прости, Ален | [41291365] Переворот в Атласе и приход к власти фанатиков церкви Братьев, которыми из-за кулис управляют культисты. Ненависть к фавнам выходит на новый уровень и происходя"
Руби,98,15,0,True,0.98,2026-02-27,2026-06-10,[41529779] Милфа Руби и тэ дэ | [41387829] А что такого в пейринге Синдер Фолл/Руби Роуз? *звуки недоумевающего Леона* | [41385318] Осуждаем! Синдер может познакомиться с Руби одним способом — когда коса сносит ей голову!
Леон,81,14,1,True,1.0,2026-02-27,2026-06-10,"[41405296] спойлер (показать) Леон и Луперк — братья навек! По духу. *Задумчиво тянет* Или нет... Да, определённо нет. *Достаёт дробовик с антиаурной дробью* –Прости, Ален | [41285360] Я сейчас дошёл, я дошёл с главами про Ноэда (Леон, доставай шутки про инцест). Поэтому, собственно, два вопроса у меня встали: спойлер (показать) 1) когда Адам  | [41250141] https://drebedenboi.fandom.com/ru/wiki/Роскомнадзор-тян Леон... Ты знаешь что делать"
Хейль,75,18,6,False,1.0,2026-02-27,2026-06-04,"[41401120] Единственное, что возможно - укрепление от проявление деда (Хейли) и подобных. И, отвечая на твой вопрос в целом, скорее всего подобного не существует. Ибо поль | [41256555] Колонка ""Смешные картинки"", товарищи! Продолжение одного из моих мемов (показать) Книги авторства Хейли, ч. 1 (показать) Книги авторства Хейли, ч. 2 (показать)  | [41231813] Колонка ""Анекдоты"", товарищи: 1) ""Реально и гипотетически"" версии ""Довитальский Арквилль"" Хейли спрашивает у Юлиуса: - Брат, что такое ""реально"" и что такое ""ги"
Озпин,73,15,0,False,1.0,2026-02-27,2026-06-07,"[41493373] Даже у Озпина потемнело в глазах от этого. Особенно в оригинале. | [41448244] Кроу на волне с Озлюминати Или Кроу на волне в баре после очередного задания от Озпина | [41444265] Шизотеория Друзья мои, перед сном после очередного прочтения СМ, мне в голову пришла мысль: Было бы иронично, если бы к концу произведения наш Жон сошёлся бы с "
Вейл,72,17,4,False,0.97,2026-02-27,2026-06-06,"[41463386] не смешно Думают ли овцы о Нюрнбергском процессе? Военные преступления фавнов-баранов: записи трибунала Вейла, том 10 | [41400356] книжный магазин Таксона в Вейле, фото чб | [41389636] Совет Вейла ведёт борьбу за права граждан-фавнов ну они пытаются"
Кардин,68,14,1,True,0.99,2026-03-10,2026-06-10,"[41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [41115480] По сути в каноне из команд Бикона показаны команда Жона, Руби, Вельвет и Кардина (ныне сокомандники Ахерона), а также Блейк. Из преподавателей — Озпин, Глиинда, | [40978921] * Ко-второму * Раз товарищ Леон не пошутил, то я пошучу: Кардин под Вельвет)"
Салем,66,18,3,False,0.97,2026-02-27,2026-06-11,"[41580755] картинки (показать) Пляжный эпизод приближается! Как Морген Арк видел Салем (я с ним полностью солидарен в этом вопросе): . | [41444265] Шизотеория Друзья мои, перед сном после очередного прочтения СМ, мне в голову пришла мысль: Было бы иронично, если бы к концу произведения наш Жон сошёлся бы с  | [41067819] Почти 8к комментариев. Хотел приберечь до круглого числа, но, пожалуй, могу добить. Представляю Вам, товарищи, часть фокусов для Арквилля. К сожалению, получало"
Нора,66,14,0,False,1.0,2026-02-27,2026-06-02,"[41346754] А ведь у каждого здорового мужчины стояк по утрам. И как тогда команда Жона встает по утрам? Нора первой идет в душ, чтоб парни убрали свои стволы? | [41282847] Моя любимая сцена. Вокруг нее будеим пытаться что-нибудь написать Нора тем временем с серьёзным видом рассматривала тарелку. — У них картофельное пюре другое. О | [41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе"
Гримм,66,12,6,True,0.53,2026-03-01,2026-06-07,"[41291365] Переворот в Атласе и приход к власти фанатиков церкви Братьев, которыми из-за кулис управляют культисты. Ненависть к фавнам выходит на новый уровень и происходя | [41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [41177291] Кого боятся Гримм?"
Арка,65,14,0,False,0.94,2026-02-27,2026-06-11,"[41590011] мем (показать) Настроение Вайсс после того, как облила Арка холодной водой: . | [41441077] Тут я вспомнил работу, где Жан попал в Германию в 38-ом и пошел служить в СС. Как говорится, никогда не спрашивайте: 1) Женщину о возрасте 2) Мужчину о зарплате | [41328654] Шизотеория: проявление Арка является гирей для количества ауры Арка. Оно же пассивное, а любое проявление жрет ауру, а это на постоянке, причем жрет оно наверно"
Сломать,59,13,0,False,0.8,2026-02-27,2026-06-11,"[41600852] Слава Братьям! Мы наконец узнали как Жон добыл поддельные документы в каноне! (Если что, речь идет про оригинальный сериал RWBY, и данная картинка не имеет ниче | [41567912] спойлер (показать) Шизотеории: в девятнадцать лет Арк станет Сломанный Мечом, ведь по словам психа он сломанный, но пока еще не меч, еще не победоносный. Пов но | [41367903] Искупить своё / чужое отсутствие проды Метафизически относительно дорогой ценой Так зажмурим отважные очи И распялим пошире рты Направо и налево Ведь это всё за"
Палач,53,18,2,False,0.98,2026-02-27,2026-06-10,"[41382649] Могу дополнить эту теорию тем, что Атлет явно знаком с Насуверсом и его устройством. Так что, скорее всего, проявления — это оформленный и развивающийся со врем | [41147850] Так много резни, да и ещё и Жон будет, с нюансом (небось суть того - Палач) Таки есть основание полагать, что ПОВ от лица призванного Сказочником Кровавого Воро | [41113233] Палач культистам: Не вам пиздить озлюминати"
Принц,52,7,0,False,0.9,2026-03-15,2026-05-19,[40976695] я к последнему мему добавил бы еще Культ Доброго Принца | [39858667] Виолетта Арк - Добрый(ая) Принц(есса)? | [39792818] В какой главе была сказка о Добром Принце?
Добрый,51,6,0,False,0.78,2026-03-15,2026-05-31,"[40976695] я к последнему мему добавил бы еще Культ Доброго Принца | [39905738] Добрый день, товарищ! Скажите, а в чем конкретно выражено несоответствие аннотации и обложки с текстом произведения? | [39858667] Виолетта Арк - Добрый(ая) Принц(есса)?"
Бикона,50,14,1,False,0.98,2026-02-27,2026-06-08,"[41328654] Шизотеория: проявление Арка является гирей для количества ауры Арка. Оно же пассивное, а любое проявление жрет ауру, а это на постоянке, причем жрет оно наверно | [41280234] Последняя картинка особенно иронична, потому что по канону рост Вайсс 160 см на каблуках. Даже у Руби к началу 4 тома (или 2 года в Биконе в СМ) рост должен быт | [41231813] Колонка ""Анекдоты"", товарищи: 1) ""Реально и гипотетически"" версии ""Довитальский Арквилль"" Хейли спрашивает у Юлиуса: - Брат, что такое ""реально"" и что такое ""ги"
Озм,48,14,2,False,0.98,2026-02-27,2026-05-24,"[40651588] Так как товарищ Атлет не обманывает, а наебывает: то обычная логика в данном случае малоприменима. Поэтому я буду использовать иную логику. Толку искать, на ког | [40498729] Да будет свет Да будет тьма Проду дайте, пожалуйста Иначе будет худо как коню Озма пидор, дай ведро | [40449049] Я вызываю товарища Леона на смертельный бой! Будем драться картинками по RWBY в комментариях Сломанного Меча! Победителю - уважение и слава! Нападай, Леон (пока"
Мистраль,41,16,6,False,1.0,2026-03-07,2026-06-03,"[41388743] Шизо-тычки пальцем в небо (показать) Товарищи, интуиция и некоторые размышления нашептывают: POV будет от лица однокурсницы Сафрон из Академии Искусств Мистраля | [41288663] 2) В Мистрале много у кого после Великой Войны всё пошло по одному женскому органу. Бранвены просто пережили этот пиздец. В Мистрале были сотни самурайских погр | [41253762] Ставлю на то что пов будет от лица Райхан с пояснением политической обстановки в Мистрале."
Пирра,41,13,0,False,0.98,2026-02-27,2026-06-08,"[41428690] Мне очень нравится, что автор оставил черты характера оригинального Жона, совместив их с суровостью и безжалостностью попаданца. Что Жон оригинала, что Жон СМ о | [41434314] Такую женщину упустил. У Пирры же по-любому перк ""Амазонка"" из СК3. Всё еще есть шансы, что Райхан таки добьют, но я в этом верю мало. Атлет слишком сильно нас  | [41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе"
Атлас,38,14,2,False,0.97,2026-02-28,2026-05-31,"[41291365] Переворот в Атласе и приход к власти фанатиков церкви Братьев, которыми из-за кулис управляют культисты. Ненависть к фавнам выходит на новый уровень и происходя | [41135426] Кроу заходит в храм Братьев в Атласе Верховный сановник Атласа Вебер:Ааааааа(упала гигантская люстра или другая причина,которая произошла точно по несчастному с | [40992653] Конечно. Они и составляют офицерский состав СБ Атласа- Холодные руки"
Рен,33,8,0,False,1.0,2026-03-02,2026-06-01,"[41282847] Моя любимая сцена. Вокруг нее будеим пытаться что-нибудь написать Нора тем временем с серьёзным видом рассматривала тарелку. — У них картофельное пюре другое. О | [41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [41287541] После эвакуации, - сказал Лай. - После эвакуации, - согласился Рен. Групповушка: Рен, Нора, Рен, Нора?))0)"
Бранвено,33,4,0,False,1.0,2026-03-20,2026-05-31,"[41285360] Я сейчас дошёл, я дошёл с главами про Ноэда (Леон, доставай шутки про инцест). Поэтому, собственно, два вопроса у меня встали: спойлер (показать) 1) когда Адам  | [41213660] Итак, мой первый коммент тут начнется с шизотеории. Каковы шансы, что это PoV Рэйвен Бранвен? | [39505762] Уточнение одного из моих старых вопросов: - кто кого перепьет: миссис Шни или мистер Бранвен?"
Райхан,32,18,0,True,1.0,2026-02-27,2026-06-10,"[41444265] Шизотеория Друзья мои, перед сном после очередного прочтения СМ, мне в голову пришла мысль: Было бы иронично, если бы к концу произведения наш Жон сошёлся бы с  | [41435103] Кхм, Жон буквально привлекает внимание девушек к себе. Поэтому Райхан Грей стоит на страже своей добы... То есть своего ангела. И вообще, Жону вряд-ли понравитс | [41434314] Такую женщину упустил. У Пирры же по-любому перк ""Амазонка"" из СК3. Всё еще есть шансы, что Райхан таки добьют, но я в этом верю мало. Атлет слишком сильно нас "
Старуха,32,10,0,False,0.91,2026-02-27,2026-04-14,"[39670582] Всем здравия, пришел с мыслями по поводу Старухи, Рода, ее примерного возраста, кто она такая, какую территорию держит и что тут не так. Род Что по поводу того  | [39675013] 1) жёлтые волосы в Вейле являются самым распространенным цветом волос, так что они не относятся к примечательным. 2) У Дюранов и Амьена слишком часто мелькает з | [39672591] Все спрашивают - кто такая Старуха? Но никто не задает Главный вопрос Как она дотянула до 300 без пенсии"
Юлиус,31,6,0,False,1.0,2026-02-27,2026-05-28,"[41231813] Колонка ""Анекдоты"", товарищи: 1) ""Реально и гипотетически"" версии ""Довитальский Арквилль"" Хейли спрашивает у Юлиуса: - Брат, что такое ""реально"" и что такое ""ги | [41075980] Я уже жду не дождусь когда же внутри вселенной выйдет фильм о Юлиусе. Особенно заявления о его ""исторической достоверности"". Представляю сколько ""патриотов"" Арк | [40918335] Отсюда возникает вопрос к товарищу Атлету: задумывались ли об этом Жон, Кардин, Юлиус и девушки-Рыцари?"
Дева,30,10,0,False,0.7,2026-03-01,2026-05-28,"[41102950] Ты чёрный маг, ты обречён Такая плата, таков закон Хз, держите Руби — Деву Сезона. Что за Гриммовщина?! Во всём виноваты шнявские Шни. | [41109452] А этот что за цвет? Не помню, что бы у дев такой был П.С. Два вопроса к товарищу Атлету и товарищам-читателям: рудейка может быть Девой, или глазки не позволяют | [39670582] Всем здравия, пришел с мыслями по поводу Старухи, Рода, ее примерного возраста, кто она такая, какую территорию держит и что тут не так. Род Что по поводу того "
Винчестер,29,9,0,False,1.0,2026-02-27,2026-05-30,"[41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [41231813] Колонка ""Анекдоты"", товарищи: 1) ""Реально и гипотетически"" версии ""Довитальский Арквилль"" Хейли спрашивает у Юлиуса: - Брат, что такое ""реально"" и что такое ""ги | [41050948] 1) Нора не была замечена в любви к чему-то подобному. Думаю, такое возможно лишь когда они с Реном начнут решительные действия по улучшению вечно плохой демогра"
Великий,27,12,1,False,0.69,2026-03-05,2026-06-10,"[41463099] Мобилизированный фавн во время Великой войны по мнению людей сослуживцев | [41291365] Переворот в Атласе и приход к власти фанатиков церкви Братьев, которыми из-за кулис управляют культисты. Ненависть к фавнам выходит на новый уровень и происходя | [41288663] 2) В Мистрале много у кого после Великой Войны всё пошло по одному женскому органу. Бранвены просто пережили этот пиздец. В Мистрале были сотни самурайских погр"
Морген,27,10,0,False,0.96,2026-02-27,2026-06-11,"[41580755] картинки (показать) Пляжный эпизод приближается! Как Морген Арк видел Салем (я с ним полностью солидарен в этом вопросе): . | [41382649] Могу дополнить эту теорию тем, что Атлет явно знаком с Насуверсом и его устройством. Так что, скорее всего, проявления — это оформленный и развивающийся со врем | [41022726] Жон: Не понимает, почему его сравнивают с Моргеном Также Жон: - Салем, красивое и необычное имя, мне нравится. - Люблю пиздить родственников - Азэми, не надо ме"
Вайсс,27,5,0,False,1.0,2026-03-02,2026-06-11,"[41590011] мем (показать) Настроение Вайсс после того, как облила Арка холодной водой: . | [41444265] Шизотеория Друзья мои, перед сном после очередного прочтения СМ, мне в голову пришла мысль: Было бы иронично, если бы к концу произведения наш Жон сошёлся бы с  | [41297488] Мне даже как-то жалко Вайсс. Генетика сыграла с ней злую шутку"
Вакуо,26,12,2,False,1.0,2026-03-11,2026-05-30,"[41054772] Не, пов Райхан должен быть на каникулах, когда они поедут к ней на Родину свататься в Вакуо. До каникул еще терпеть и терпеть | [40831164] Говорят, человек узнаёт себя только тогда, когда его заталкивают в гущу событий. Интересно, насколько хорошо знаешь себя ты? Арестант номер 198 - уничтожение ко | [40693111] Round Two (показать) Поездка в Вакуо: Держи печеньку: Ирис хорошо пошутил: Вид сверху: Поездка в Вакуо, день 2: Четвертый курс Бикона прекрасен:"
Вайс,24,14,1,True,1.0,2026-03-01,2026-06-11,"[41599907] Ну вообще, 100к слов, это где-то 600-650к символов, то есть, глава будет поделена на 4 части. По опыту говорю, глава Вайс была 29.5к слов и плюс ещё примечание( | [41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [40946076] Вайс:*Душа из тела вылезла* Жон:*Пытается очень грубо выразиться, но не хочет этого говорить. Слишком это грубо* Хейли:*Использует телефон для фото, чтобы сохра"
Янг,22,9,0,True,1.0,2026-02-27,2026-06-09,"[41542497] Ромуланские Янг и Блейк | [41428690] Мне очень нравится, что автор оставил черты характера оригинального Жона, совместив их с суровостью и безжалостностью попаданца. Что Жон оригинала, что Жон СМ о | [41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе"
Лай,22,6,0,False,1.0,2026-03-01,2026-05-31,"[41282847] Моя любимая сцена. Вокруг нее будеим пытаться что-нибудь написать Нора тем временем с серьёзным видом рассматривала тарелку. — У них картофельное пюре другое. О | [41282412] Ну-с, писал с другом текст для ивентов. И как-то разогнались... В общем, первоапрельский омак: P.S. Не судите строго, в первый раз писали. Нору писать было весе | [41287541] После эвакуации, - сказал Лай. - После эвакуации, - согласился Рен. Групповушка: Рен, Нора, Рен, Нора?))0)"
Шни,21,8,0,False,0.88,2026-02-27,2026-06-07,"[41475564] Праховая Компания Шни? Пха! Я совершенно точно знаю, почему Жак женился на Уиллоу: | [41422013] Фавны-прахокопы после смены в шахтах семьи Шни: | [41102950] Ты чёрный маг, ты обречён Такая плата, таков закон Хз, держите Руби — Деву Сезона. Что за Гриммовщина?! Во всём виноваты шнявские Шни."
Порт,21,8,1,False,1.0,2026-03-05,2026-05-24,"[41115480] По сути в каноне из команд Бикона показаны команда Жона, Руби, Вельвет и Кардина (ныне сокомандники Ахерона), а также Блейк. Из преподавателей — Озпин, Глиинда, | [39970446] Во время охотничьей миссии на истребление стаи гримм. Рен: В стае много гримм и они явно не молодёж. Явный альфа-гримм среди не обнаружен. Всего их минимум 65-7 | [39853921] Питер Порт учит временную команду Вайс Шни взбиратся на горы"
Леона,21,6,0,True,0.91,2026-03-22,2026-06-10,"[41387829] А что такого в пейринге Синдер Фолл/Руби Роуз? *звуки недоумевающего Леона* | [40923279] Попытка №2 (я хотел вызвать товарища Леона на новый раунд, но случайно обновил страницу до загрузки комментария и у меня началась бурная экзотермическая реакция | [40751331] Ну хоть не всех порноартов некоего Леона к некоему Сломанному Мечу..."
Бог,20,9,0,False,0.61,2026-03-05,2026-06-03,"[41380659] Шизотеория: после того как Боги ушли, оставшиеся люди остались без магии, и я считаю что аура является симбиозом маной и душа человека. А мана является топливом | [40499800] БГ — Бог! БГ: — «Пабло» был написан совершенно в другом месте, в другое время и по другому поводу: прошлым летом в горах Америки. У нас были гастроли, и мы пере | [40298659] Боже, где можно купить такую ручку?"
Сафрон,20,7,0,True,1.0,2026-02-28,2026-06-03,"[41388743] Шизо-тычки пальцем в небо (показать) Товарищи, интуиция и некоторые размышления нашептывают: POV будет от лица однокурсницы Сафрон из Академии Искусств Мистраля | [41288485] Во-первых, Адам должен Сафрон, а не Жасмин. Во-вторых, тогда старшее поколение Бранвенов уехало в Вейл,  чтобы бить аналог европейцев, но не получилось. Так все | [41261762] Это что? Я не понял. Сафрон хочет дофига племянников для себя? Если да, то... Остановись! Хватит думать об пошлостях! Твой брат не такой! У него уже есть невест"
Ведьма,20,7,0,False,0.83,2026-02-27,2026-06-10,"[40612773] Рубрика ""Анекдоты"", товарищи: 1) Два юриста в кафе достали бутерброды. Подходит официантка: — Извините, у нас нельзя есть свою еду. Юристы переглянулись, пожали | [39670582] Всем здравия, пришел с мыслями по поводу Старухи, Рода, ее примерного возраста, кто она такая, какую территорию держит и что тут не так. Род Что по поводу того  | [39267481] Её Взор подобен Карающий сознание удар! От её взмаха меча крошится любые стены неверных! Она не посланник Братьев! Она не Цепной пёс Озлюминати! Она не жалкий к"
Синдёр,19,9,0,False,0.9,2026-02-28,2026-06-10,"[41556878] Я думаю в такой момент оба бессмертных согласятся, что Синдер — тупая. Один будет радоваться такому подгону, а вторая использовать накопленный за тысячелетия ма | [41387829] А что такого в пейринге Синдер Фолл/Руби Роуз? *звуки недоумевающего Леона* | [41385318] Осуждаем! Синдер может познакомиться с Руби одним способом — когда коса сносит ей голову!"
Волшебник,19,8,2,False,0.95,2026-02-27,2026-06-10,"[41291365] Переворот в Атласе и приход к власти фанатиков церкви Братьев, которыми из-за кулис управляют культисты. Ненависть к фавнам выходит на новый уровень и происходя | [40711841] Зеленый Плащ встречается с Волшебником: https://youtu.be/KuDzytUgD40?si=w62O2pYONSJi54MA | [40651588] Так как товарищ Атлет не обманывает, а наебывает: то обычная логика в данном случае малоприменима. Поэтому я буду использовать иную логику. Толку искать, на ког"
Тёмный,19,7,1,False,0.7,2026-02-27,2026-06-10,"[41578196] Последняя попытка угадать, от чьего лица будет POV перед продой. Это будет POV назад в прошлое от лица отца Жона, и нам раскроют все детали его смерти, раз уж м | [39954737] Имя нам - Серебряный Орден. Крови нашей - океан. Мы не Братья-Боги и не Титаны. Мы - солдаты. Мы не умираем, мы отступаем в Темную Обитель на перегруппировку | [39915107] Давно не было анекдотов: 1) Решил как-то раз директор Бикона инкогнито выйти в Вейл: прогуляться, развеяться, немного отдохнуть от бюрократии и мыслей о спасени"
Ирис,19,6,0,False,1.0,2026-02-27,2026-06-10,"[41444265] Шизотеория Друзья мои, перед сном после очередного прочтения СМ, мне в голову пришла мысль: Было бы иронично, если бы к концу произведения наш Жон сошёлся бы с  | [40730076] Не сереьезно . А теперь самый главный вопрос: русский ли Ирис Рокс? Серьезно . Что тут сказать? История повторилась в очередной раз. Хорошо, что единственные же | [40693111] Round Two (показать) Поездка в Вакуо: Держи печеньку: Ирис хорошо пошутил: Вид сверху: Поездка в Вакуо, день 2: Четвертый курс Бикона прекрасен:"
Озанна,19,3,0,True,1.0,2026-03-17,2026-04-21,"[40207108] Путешественник во времени: *случайно уронил статуэтку на Озанна* Последствия: — Вставай, товарищ! Подойди, не бойся! Возьми ружьё, встань в строй с другими! А в | [39667499] Колонка Ансельских анекдотов: 1. — Каковы ваши пожелания к новому 815 году? — Чтобы в этом году состоялась встреча Озанна с Юлиусом на высшем уровне. 2. Один на | [39543047] С вами вечерный выпуск Ансельской правды. Вспомним золотой фонд анекдотов 1. Ансельское радио объявило конкурс на самое глупое лицо. Решение жюри: присудить пер"
Ланкастер,18,9,0,False,0.95,2026-03-28,2026-06-10,"[41568728] Ланкастеры канон | [41444265] Шизотеория Друзья мои, перед сном после очередного прочтения СМ, мне в голову пришла мысль: Было бы иронично, если бы к концу произведения наш Жон сошёлся бы с  | [41234494] Любителям Ланкастера посвящается:"
Арквиль,18,8,1,True,1.0,2026-03-04,2026-05-27,"[41075980] Я уже жду не дождусь когда же внутри вселенной выйдет фильм о Юлиусе. Особенно заявления о его ""исторической достоверности"". Представляю сколько ""патриотов"" Арк | [40854528] Так и запишем: Арквиль — местный Санкт-Петербург, туда ни ногой. П.С А там продают Праховую Соль?) | [39686092] Пришло время мне задавать вопросы: у Жона Проявление точно Победа? Если он тоже станет гигапрокачанным челом и умрёт, как его Проявления повлияет на экологию..."
Кроу,17,13,1,True,1.0,2026-02-28,2026-06-10,"[41561465] Кроу попробовал отказаться от алкоголя | [41448244] Кроу на волне с Озлюминати Или Кроу на волне в баре после очередного задания от Озпина | [41135426] Кроу заходит в храм Братьев в Атласе Верховный сановник Атласа Вебер:Ааааааа(упала гигантская люстра или другая причина,которая произошла точно по несчастному с"
Эхо,17,9,0,False,0.81,2026-02-28,2026-06-10,"[41577412] Vyt rf;tncz? bkb fdnjh htibk yfgbcfnm @""[j ujhmrjuj cyf@? levfz? xnj vs 'nj yt pfvtnbv& Рнвкф Вщьштфегы! (Или кто там в Эхе гидродоминирует?) | [41567793] спойлер (показать) Если черная кровь и прям альтернатива земной нефти, Легион (Эхо Горького Сна) уже должен быть сверхдержавой, ибо она дешева и применима во мн | [41286472] Великолепно. Было бы ещё веселее увидеть реакцию ""каноной"" линии на всё то, что творится в линии СМ. А потом реакцию обеих линий на Эхо Горького Сна."
Озлюминать,17,8,3,False,0.89,2026-02-27,2026-06-06,"[41448244] Кроу на волне с Озлюминати Или Кроу на волне в баре после очередного задания от Озпина | [41289664] Товарищ Козлов, это очень хорошо! Спасибо вам за творчество! П.С. Считаю, что за данный омак магистр Озлюминати Ж.А.Н. должен выдать вам награду. | [41149770] Ведают только культисты/Озлюминати. Пока что..."
Королева,17,7,1,False,0.94,2026-03-02,2026-06-10,"[41280234] Последняя картинка особенно иронична, потому что по канону рост Вайсс 160 см на каблуках. Даже у Руби к началу 4 тома (или 2 года в Биконе в СМ) рост должен быт | [41236542] Поднять оружие! Вперёд, в новый великий поход во имя Королевы Серебра! Мы будем сражаться, пока бьются наши сердца, и пока мы сражаемся, мы живы. Мы пройдем сла | [40868983] На самом деле это происходит в каноне Горького Сна, где Палач и Королева заебались и съебались от всего этого бардака на местные Багамы, растить патисоны на гря"
Жанна,17,6,0,True,1.0,2026-03-17,2026-05-26,"[41151251] Это Кто? Местная Жанна Д'Арк? Её ПОВ? Хотя не, слишком мелкая... К нашим легионерам вернёмся, да? | [40429630] Мысли насчет Виллоу Я тут перечитал момент с Виллоу, где она отмечает, что Жон ей кого-то напоминает, и вот о чём подумал. Что, если Жон напомнил Виллоу кого-то | [39956641] Жон, когда Жанна вызвала его на дуэль 20 раз"
Серебряный,17,5,0,False,0.63,2026-03-17,2026-06-10,"[41534859] Серебряный рыцарь: Я люблю человечество! Его друзья: клон, клон, клон, клон, робот. Легионер: Я ненавижу человечество! Его друзья: | [40869631] Я думаю, что это так называемый ""байт"" товарищ Оргин: товарищу Атлету просто нравится противостояние адептов Злобоглазого Легиона и Серебряного Ордена в коммент | [40651588] Так как товарищ Атлет не обманывает, а наебывает: то обычная логика в данном случае малоприменима. Поэтому я буду использовать иную логику. Толку искать, на ког"
Ладный,16,8,2,False,0.67,2026-02-28,2026-05-30,"[41262899] Ладно, ваше дело, ваши вкусы, нет проблем... Правда мне скорее Жон напоминает не ""тёмного принца"", а скорее ""солдат-деспрессняк"". А лишних персов Госопдин Автор | [41146724] Ладно, дамы и господа, хочу сообщить, что скорее всего, я просто-напросто не успею дописать главу к концу мая, так что обещания проды в мае нагло будет нарушено | [41071065] Ладно, а теперь ещё 7 комментариев, ведь этот счётчик совершенно другое число показывает: спойлер (показать)"
